TERR,LIB_TERR,periode,periode_milieu,periode_nb_annees,POPULATION_debut,POPULATION_fin,DECES,NAISSANCES,EVOL_DEMO_TOT,EVOL_DEMO_SN,EVOL_DEMO_SMA,TX_EVOL_DEMO_AN_TOT,TX_EVOL_DEMO_AN_SN,TX_EVOL_DEMO_AN_SMA,NIV_TERR
200017846,CA Étampois Sud-Essonne,1990_1999,1994.5,9,44720,46966,3509,6160,2246,2651,-405,0.00545963945347294,0.00644412475118289,-0.000984485297709947,EPCI
200017846,CA Étampois Sud-Essonne,1999_2010,2004.5,11,46966,51002,4185,7671,4036,3486,550,0.00752278338123569,0.0064976270730891,0.00102515630814659,EPCI
200018083,CC de Desvres-Samer,2010_2015,2012.5,5,21766,22668,1030,1416,902,386,516,0.00815408876703816,0.00348944375174804,0.00466464501529012,EPCI
200018083,CC de Desvres-Samer,1968_1975,1971.5,7,17942,18141,1316,2270,199,954,-755,0.00157699026085623,0.0075600437630997,-0.00598305350224347,EPCI
200018083,CC de Desvres-Samer,1975_1982,1978.5,7,18141,18091,1439,1988,-50,549,-599,-0.000394206982867407,0.00432839267188413,-0.00472259965475153,EPCI
200018083,CC de Desvres-Samer,1982_1990,1986,8,18091,18942,1603,2202,851,599,252,0.00576242699587959,0.00405604438370373,0.00170638261217586,EPCI
200018083,CC de Desvres-Samer,1990_1999,1994.5,9,18942,19717,1767,2147,775,380,395,0.00446544373234148,0.00218950789456743,0.00227593583777404,EPCI
200018083,CC de Desvres-Samer,1999_2010,2004.5,11,19717,21766,2177,2981,2049,804,1245,0.00902850524002297,0.00354266384235162,0.00548584139767135,EPCI
200018166,CC Le Grésivaudan,2010_2015,2012.5,5,97705,100871,3053,5570,3166,2517,649,0.00639833000857415,0.00508673298533832,0.00131159702323583,EPCI
200018166,CC Le Grésivaudan,1968_1975,1971.5,7,43843,49736,3409,4673,5893,1264,4629,0.0181795501833062,0.00389936389473936,0.0142801862885668,EPCI
200018166,CC Le Grésivaudan,1975_1982,1978.5,7,49736,58648,3467,4835,8912,1368,7544,0.023825754987723,0.00365727477818728,0.0201684802095357,EPCI
200018166,CC Le Grésivaudan,1982_1990,1986,8,58648,70887,4104,6744,12239,2640,9599,0.0239745760629118,0.00517140949473707,0.0188031665681747,EPCI
200018166,CC Le Grésivaudan,1990_1999,1994.5,9,70887,85681,4983,9068,14794,4085,10709,0.0212837849604022,0.00587699483325963,0.0154067901271426,EPCI
200018166,CC Le Grésivaudan,1999_2010,2004.5,11,85681,97705,6478,12830,12024,6352,5672,0.0120098769738313,0.00634453913321492,0.00566533784061635,EPCI
200018406,CC du Romorantinais et du Monestois,2010_2015,2012.5,5,31950,33314,1862,1768,1364,-94,1458,0.00839616134579613,-0.00057862108981293,0.00897478243560906,EPCI
200018406,CC du Romorantinais et du Monestois,1968_1975,1971.5,7,24011,27357,2219,2935,3346,716,2630,0.0188119535164568,0.00402551067477079,0.014786442841686,EPCI
200018406,CC du Romorantinais et du Monestois,1975_1982,1978.5,7,27357,29592,2256,2649,2235,393,1842,0.0112819691770758,0.00198380934523078,0.00929815983184502,EPCI
200018406,CC du Romorantinais et du Monestois,1982_1990,1986,8,29592,30801,2808,2810,1209,2,1207,0.00501793568733033,8.30096887895837e-06,0.00500963471845138,EPCI
200018406,CC du Romorantinais et du Monestois,1990_1999,1994.5,9,30801,32023,3017,3286,1222,269,953,0.00433238416258863,0.000953691767378349,0.00337869239521028,EPCI
200018406,CC du Romorantinais et du Monestois,1999_2010,2004.5,11,32023,31950,4009,3967,-73,-42,-31,-0.000207452460498581,-0.000119356210149868,-8.80962503487123e-05,EPCI
200018521,CC du Val de Bouzanne,2010_2015,2012.5,5,6054,6057,376,283,3,-93,96,9.90883887868055e-05,-0.00307174005239097,0.00317082844117778,EPCI
200018521,CC du Val de Bouzanne,1968_1975,1971.5,7,7055,6502,741,521,-553,-220,-333,-0.0115932406410072,-0.00461213913385458,-0.00698110150715262,EPCI
200018521,CC du Val de Bouzanne,1975_1982,1978.5,7,6502,6182,689,474,-320,-215,-105,-0.00718378354747529,-0.00482660457095996,-0.00235717897651533,EPCI
200018521,CC du Val de Bouzanne,1982_1990,1986,8,6182,5935,791,413,-247,-378,131,-0.00508388504560053,-0.00778019654751823,0.00269631150191769,EPCI
200018521,CC du Val de Bouzanne,1990_1999,1994.5,9,5935,5825,829,425,-110,-404,294,-0.00207651090754291,-0.00762645824224849,0.00554994733470558,EPCI
200018521,CC du Val de Bouzanne,1999_2010,2004.5,11,5825,6054,890,683,229,-207,436,0.00351162509948777,-0.0031742637362182,0.00668588883570597,EPCI
200018653,CA Cap Excellence,2010_2015,2012.5,5,105212,102858,3514,7538,-2354,4024,-6378,-0.00451536813094533,0.00771870915842141,-0.0122340772893667,EPCI
200018653,CA Cap Excellence,1968_1975,1971.5,7,76831,85842,5485,31374,9011,25889,-16878,0.0159690485502502,0.0458797800374461,-0.0299107314871959,EPCI
200018653,CA Cap Excellence,1975_1982,1978.5,7,85842,91950,3633,13444,6108,9811,-3703,0.00986787724891225,0.0158503182202158,-0.00598244097130355,EPCI
200018653,CA Cap Excellence,1982_1990,1986,8,91950,103670,4225,16024,11720,11799,-79,0.0151089821290848,0.0152108259506034,-0.000101843821518574,EPCI
200018653,CA Cap Excellence,1990_1999,1994.5,9,103670,107391,5172,17294,3721,12122,-8401,0.00392586413320317,0.0127893912987608,-0.0088635271655576,EPCI
200018653,CA Cap Excellence,1999_2010,2004.5,11,107391,105212,7093,19464,-2179,12371,-14550,-0.00186181171446254,0.0105702031755925,-0.012432014890055,EPCI
200022986,CC du Grand Pic Saint-Loup,2010_2015,2012.5,5,44473,47285,1493,2123,2812,630,2182,0.0123376600619198,0.0027641272542708,0.00957353280764903,EPCI
200022986,CC du Grand Pic Saint-Loup,1968_1975,1971.5,7,7847,10964,726,777,3117,51,3066,0.0489437420495402,0.00080081194883752,0.0481429301007027,EPCI
200022986,CC du Grand Pic Saint-Loup,1975_1982,1978.5,7,10964,18282,817,1197,7318,380,6938,0.0757766084882072,0.0039348334552499,0.0718417750329573,EPCI
200022986,CC du Grand Pic Saint-Loup,1982_1990,1986,8,18282,29288,1216,2295,11006,1079,9927,0.0606772437678063,0.00594864128888451,0.0547286024789217,EPCI
200022986,CC du Grand Pic Saint-Loup,1990_1999,1994.5,9,29288,37445,1927,3332,8157,1405,6752,0.0276755242506495,0.00476696231116372,0.0229085619394857,EPCI
200022986,CC du Grand Pic Saint-Loup,1999_2010,2004.5,11,37445,44473,3009,4413,7028,1404,5624,0.0157600891266911,0.0031484298710692,0.0126116592556219,EPCI
200023075,CC du Pays de Maîche,2010_2015,2012.5,5,18010,18651,741,1208,641,467,174,0.00701903974757712,0.0051137153855203,0.00190532436205682,EPCI
200023075,CC du Pays de Maîche,1968_1975,1971.5,7,16079,16566,998,2251,487,1253,-766,0.00427171636820933,0.0109906788693353,-0.00671896250112597,EPCI
200023075,CC du Pays de Maîche,1975_1982,1978.5,7,16566,16343,978,1893,-223,915,-1138,-0.0019342313966777,0.00793642030475379,-0.00987065170143149,EPCI
200023075,CC du Pays de Maîche,1982_1990,1986,8,16343,16338,1070,1806,-5,736,-741,-3.82477924399938e-05,0.00563007504716708,-0.00566832283960708,EPCI
200023075,CC du Pays de Maîche,1990_1999,1994.5,9,16338,16388,1223,1912,50,689,-639,0.000339577283866355,0.00467937497167837,-0.00433979768781201,EPCI
200023075,CC du Pays de Maîche,1999_2010,2004.5,11,16388,18010,1527,2476,1622,949,673,0.0086167119287357,0.00504146709024055,0.00357524483849515,EPCI
200023125,CC Les Portes Briardes entre Villes et Forêts,2010_2015,2012.5,5,44871,46180,1207,2710,1309,1503,-194,0.0057675883763324,0.00662237229154133,-0.000854783915208927,EPCI
200023125,CC Les Portes Briardes entre Villes et Forêts,1968_1975,1971.5,7,13429,31460,1093,3306,18031,2213,15818,0.129318479983924,0.0158716541625214,0.113446825821403,EPCI
200023125,CC Les Portes Briardes entre Villes et Forêts,1975_1982,1978.5,7,31460,33822,1310,3396,2362,2086,276,0.0103957471369591,0.00918100276363113,0.00121474437332799,EPCI
200023125,CC Les Portes Briardes entre Villes et Forêts,1982_1990,1986,8,33822,40692,1611,4012,6870,2401,4469,0.0233842263925244,0.00817256587604818,0.0152116605164762,EPCI
200023125,CC Les Portes Briardes entre Villes et Forêts,1990_1999,1994.5,9,40692,44544,2094,4990,3852,2896,956,0.0101002165097326,0.00759351687751443,0.00250669963221816,EPCI
200023125,CC Les Portes Briardes entre Villes et Forêts,1999_2010,2004.5,11,44544,44871,2507,6243,327,3736,-3409,0.000665152173238592,0.00759941443186355,-0.00693426225862496,EPCI
200023240,CC Pays de Nemours,2010_2015,2012.5,5,29796,30218,1477,1795,422,318,104,0.00281668281856717,0.00212252401967858,0.000694158798888592,EPCI
200023240,CC Pays de Nemours,1968_1975,1971.5,7,19068,22673,1496,2637,3605,1141,2464,0.0250461207323836,0.00792721879490974,0.0171189019374738,EPCI
200023240,CC Pays de Nemours,1975_1982,1978.5,7,22673,25157,1662,2596,2484,934,1550,0.0149624618092097,0.00562598201682844,0.00933647979238124,EPCI
200023240,CC Pays de Nemours,1982_1990,1986,8,25157,27486,2029,2882,2329,853,1476,0.0111290467130845,0.00407603127791371,0.00705301543517074,EPCI
200023240,CC Pays de Nemours,1990_1999,1994.5,9,27486,29517,2399,3464,2031,1065,966,0.00795251956685128,0.00417008042279498,0.0037824391440563,EPCI
200023240,CC Pays de Nemours,1999_2010,2004.5,11,29517,29796,3058,4054,279,996,-717,0.000855619266438845,0.00305446877911502,-0.00219884951267617,EPCI
200023299,CC Coeur de Tarentaise,2010_2015,2012.5,5,9553,9297,406,550,-256,144,-400,-0.0054179643639628,0.00304760495472908,-0.00846556931869188,EPCI
200023299,CC Coeur de Tarentaise,1968_1975,1971.5,7,8574,9260,625,1061,686,436,250,0.0110563431865656,0.00702706359962476,0.0040292795869408,EPCI
200023299,CC Coeur de Tarentaise,1975_1982,1978.5,7,9260,9196,610,946,-64,336,-400,-0.000990286736014534,0.0051990053640763,-0.00618929210009084,EPCI
200023299,CC Coeur de Tarentaise,1982_1990,1986,8,9196,9763,695,989,567,294,273,0.00750692716978141,0.00389248075470147,0.00361444641507994,EPCI
200023299,CC Coeur de Tarentaise,1990_1999,1994.5,9,9763,9687,782,1259,-76,477,-553,-0.000867950868025935,0.00544753373747857,-0.0063154846055045,EPCI
200023299,CC Coeur de Tarentaise,1999_2010,2004.5,11,9687,9553,922,1443,-134,521,-655,-0.0012655202944446,0.00492041845825102,-0.00618593875269562,EPCI
200023307,CA du Grand Villeneuvois,2010_2015,2012.5,5,48329,47994,2746,2554,-335,-192,-143,-0.00139019108107785,-0.000796766231543127,-0.000593424849534725,EPCI
200023307,CA du Grand Villeneuvois,1968_1975,1971.5,7,39910,41870,3261,4439,1960,1178,782,0.00687245927305469,0.00413048827737675,0.00274197099567794,EPCI
200023307,CA du Grand Villeneuvois,1975_1982,1978.5,7,41870,44329,3452,3673,2459,221,2238,0.0081861116681945,0.000735718047446516,0.00745039362074798,EPCI
200023307,CA du Grand Villeneuvois,1982_1990,1986,8,44329,45126,4048,4177,797,129,668,0.0022299184102208,0.000360927822984295,0.0018689905872365,EPCI
200023307,CA du Grand Villeneuvois,1990_1999,1994.5,9,45126,45358,4609,4277,232,-332,564,0.000569938982909468,-0.000815602337611825,0.00138554132052129,EPCI
200023307,CA du Grand Villeneuvois,1999_2010,2004.5,11,45358,48329,5495,5617,2971,122,2849,0.00578441346777803,0.000237528927320404,0.00554688454045762,EPCI
200023372,CC de la Vallée de Chamonix-Mont-Blanc,2010_2015,2012.5,5,13345,13150,485,834,-195,349,-544,-0.00293967551384211,0.00526126540682511,-0.00820094092066722,EPCI
200023372,CC de la Vallée de Chamonix-Mont-Blanc,1968_1975,1971.5,7,9728,10584,661,1415,856,754,102,0.0121207396017804,0.0106764458641851,0.00144429373759533,EPCI
200023372,CC de la Vallée de Chamonix-Mont-Blanc,1975_1982,1978.5,7,10584,11250,588,1189,666,601,65,0.00875592536066416,0.00790136808071946,0.0008545572799447,EPCI
200023372,CC de la Vallée de Chamonix-Mont-Blanc,1982_1990,1986,8,11250,12596,714,1547,1346,833,513,0.0142266458635021,0.00880445468372752,0.00542219117977457,EPCI
200023372,CC de la Vallée de Chamonix-Mont-Blanc,1990_1999,1994.5,9,12596,13744,805,1907,1148,1102,46,0.00973856552679275,0.00934834426003973,0.00039022126675302,EPCI
200023372,CC de la Vallée de Chamonix-Mont-Blanc,1999_2010,2004.5,11,13744,13345,1034,2023,-399,989,-1388,-0.00267465149125001,0.00662964993695805,-0.00930430142820807,EPCI
200023414,Métropole Rouen Normandie,2010_2015,2012.5,5,486252,489428,20743,32232,3176,11489,-8313,0.00130291891249046,0.00471323532292282,-0.00341031641043236,EPCI
200023414,Métropole Rouen Normandie,1968_1975,1971.5,7,442723,470139,29002,60867,27416,31865,-4449,0.00862038671076437,0.0100192815340862,-0.00139889482332181,EPCI
200023414,Métropole Rouen Normandie,1975_1982,1978.5,7,470139,468987,28960,53130,-1152,24170,-25322,-0.000350416611054394,0.00735205684825061,-0.007702473459305,EPCI
200023414,Métropole Rouen Normandie,1982_1990,1986,8,468987,477680,32895,61346,8693,28451,-19758,0.00229838759342682,0.00752230822737679,-0.00522392063394997,EPCI
200023414,Métropole Rouen Normandie,1990_1999,1994.5,9,477680,485149,36233,60958,7469,24725,-17256,0.00172537653133564,0.00571159924183609,-0.00398622271050045,EPCI
200023414,Métropole Rouen Normandie,1999_2010,2004.5,11,485149,486252,44399,69769,1103,25370,-24267,0.000206471110747453,0.00474902273768166,-0.00454255162693421,EPCI
200023620,CC de la Gascogne Toulousaine,2010_2015,2012.5,5,18113,20878,619,1359,2765,740,2025,0.0288207177651527,0.00771332048687632,0.0211073972782764,EPCI
200023620,CC de la Gascogne Toulousaine,1968_1975,1971.5,7,7433,8238,680,646,805,-34,839,0.014798145682271,-0.000625014848692191,0.0154231605309632,EPCI
200023620,CC de la Gascogne Toulousaine,1975_1982,1978.5,7,8238,9410,671,619,1172,-52,1224,0.019183884643742,-0.000851162117299133,0.0200350467610411,EPCI
200023620,CC de la Gascogne Toulousaine,1982_1990,1986,8,9410,10993,774,880,1583,106,1477,0.0196258223139481,0.00131417382519172,0.0183116484887563,EPCI
200023620,CC de la Gascogne Toulousaine,1990_1999,1994.5,9,10993,12804,898,1319,1811,421,1390,0.0170886932634535,0.00397257861066479,0.0131161146527887,EPCI
200023620,CC de la Gascogne Toulousaine,1999_2010,2004.5,11,12804,18113,1205,2138,5309,933,4376,0.0320363038419982,0.00563003795151334,0.0264062658904848,EPCI
200023737,CA du Grand Cahors,2010_2015,2012.5,5,41283,40669,2165,1945,-614,-220,-394,-0.00299244597784054,-0.00107221191388423,-0.00192023406395631,EPCI
200023737,CA du Grand Cahors,1968_1975,1971.5,7,29486,31816,2459,3282,2330,823,1507,0.0109240555517924,0.00385858271207089,0.00706547283972154,EPCI
200023737,CA du Grand Cahors,1975_1982,1978.5,7,31816,34108,2528,3048,2292,520,1772,0.00998706299317798,0.00226582580997057,0.0077212371832074,EPCI
200023737,CA du Grand Cahors,1982_1990,1986,8,34108,36070,2779,3403,1962,624,1338,0.00701568718634382,0.0022312888910696,0.00478439829527423,EPCI
200023737,CA du Grand Cahors,1990_1999,1994.5,9,36070,37858,3231,3484,1788,253,1535,0.00539012174570153,0.000762696197797811,0.00462742554790372,EPCI
200023737,CA du Grand Cahors,1999_2010,2004.5,11,37858,41283,4069,4401,3425,332,3093,0.00790457519848697,0.000766224515590562,0.00713835068289641,EPCI
200023778,CC du Pays de Saint-Gilles-Croix-de-Vie,2010_2015,2012.5,5,44856,47820,2735,2024,2964,-711,3675,0.0128795567758631,-0.00308952930757039,0.0159690860834334,EPCI
200023778,CC du Pays de Saint-Gilles-Croix-de-Vie,1968_1975,1971.5,7,22217,24604,1733,2652,2387,919,1468,0.0146855411543305,0.00565396410591946,0.00903157704841106,EPCI
200023778,CC du Pays de Saint-Gilles-Croix-de-Vie,1975_1982,1978.5,7,24604,27017,1974,2411,2413,437,1976,0.0134550389208778,0.00243673933212748,0.0110182995887504,EPCI
200023778,CC du Pays de Saint-Gilles-Croix-de-Vie,1982_1990,1986,8,27017,30171,2509,2646,3154,137,3017,0.0138975479895991,0.000603666478939466,0.0132938815106596,EPCI
200023778,CC du Pays de Saint-Gilles-Croix-de-Vie,1990_1999,1994.5,9,30171,34668,3359,3096,4497,-263,4760,0.0155570901709627,-0.000909832046911986,0.0164669222178747,EPCI
200023778,CC du Pays de Saint-Gilles-Croix-de-Vie,1999_2010,2004.5,11,34668,44856,5129,4626,10188,-503,10691,0.0236982897867857,-0.00117002746002682,0.0248683172468125,EPCI
200023794,CC de Blaye,2010_2015,2012.5,5,20019,20308,1143,1119,289,-24,313,0.00287072756847784,-0.000238399521257675,0.00310912708973551,EPCI
200023794,CC de Blaye,1968_1975,1971.5,7,17251,16637,1748,1748,-614,0,-614,-0.00516390413050005,0,-0.00516390413050005,EPCI
200023794,CC de Blaye,1975_1982,1978.5,7,16637,18033,1770,1560,1396,-210,1606,0.0115771137268199,-0.00174154289586832,0.0133186566226882,EPCI
200023794,CC de Blaye,1982_1990,1986,8,18033,17812,1878,1786,-221,-92,-129,-0.00154019084500778,-0.000641165419641249,-0.000899025425366534,EPCI
200023794,CC de Blaye,1990_1999,1994.5,9,17812,18565,2068,1839,753,-229,982,0.00461123251384898,-0.00140235357990892,0.00601358609375791,EPCI
200023794,CC de Blaye,1999_2010,2004.5,11,18565,20019,2455,2406,1454,-49,1503,0.00687843349724004,-0.000231804154996398,0.00711023765223644,EPCI
200023919,CC Gâtinais Val de Loing,2010_2015,2012.5,5,19149,19013,1084,1122,-136,38,-174,-0.00142449228922825,0.000398019904343188,-0.00182251219357144,EPCI
200023919,CC Gâtinais Val de Loing,1968_1975,1971.5,7,14598,14933,1730,1456,335,-274,609,0.00324654379414824,-0.00265538208834811,0.00590192588249635,EPCI
200023919,CC Gâtinais Val de Loing,1975_1982,1978.5,7,14933,14935,1849,1112,2,-737,739,1.91319820057601e-05,-0.00705013536912258,0.00706926735112834,EPCI
200023919,CC Gâtinais Val de Loing,1982_1990,1986,8,14935,16826,2210,1428,1891,-782,2673,0.0150138240782898,-0.00620878393930333,0.0212226080175931,EPCI
200023919,CC Gâtinais Val de Loing,1990_1999,1994.5,9,16826,18217,2104,1935,1391,-169,1560,0.00886460605815143,-0.0010770082126726,0.00994161427082403,EPCI
200023919,CC Gâtinais Val de Loing,1999_2010,2004.5,11,18217,19149,2502,2441,932,-61,993,0.00454623663681741,-0.000297554114641483,0.0048437907514589,EPCI
200026573,CC Haut-Jura Saint-Claude,2010_2015,2012.5,5,22837,21400,1105,1248,-1437,143,-1580,-0.0129141090781985,0.0012851201100782,-0.0141992291882767,EPCI
200026573,CC Haut-Jura Saint-Claude,1968_1975,1971.5,7,20913,21772,1781,2275,859,494,365,0.00576710399678304,0.00331658832876696,0.00245051566801608,EPCI
200026573,CC Haut-Jura Saint-Claude,1975_1982,1978.5,7,21772,21877,1831,2228,105,397,-292,0.000687538541174204,0.00259955048424913,-0.00191201194307493,EPCI
200026573,CC Haut-Jura Saint-Claude,1982_1990,1986,8,21877,23033,1898,2448,1156,550,606,0.00645727306999455,0.00307223199696973,0.00338504107302483,EPCI
200026573,CC Haut-Jura Saint-Claude,1990_1999,1994.5,9,23033,23330,1777,2811,297,1034,-737,0.00142458217813979,0.00495965647204223,-0.00353507429390244,EPCI
200026573,CC Haut-Jura Saint-Claude,1999_2010,2004.5,11,23330,22837,2107,3593,-493,1486,-1979,-0.00193975790446965,0.0058468159148923,-0.00778657381936195,EPCI
200027027,CC Arc Sud Bretagne,2010_2015,2012.5,5,25401,27011,1247,1499,1610,252,1358,0.01236697578163,0.0019357005571247,0.0104312752245053,EPCI
200027027,CC Arc Sud Bretagne,1968_1975,1971.5,7,17369,17799,1632,2179,430,547,-117,0.00349971946343564,0.00445196871278905,-0.000952249249353417,EPCI
200027027,CC Arc Sud Bretagne,1975_1982,1978.5,7,17799,18910,1568,2036,1111,468,643,0.00868731858446004,0.00365946453422799,0.00502785405023205,EPCI
200027027,CC Arc Sud Bretagne,1982_1990,1986,8,18910,19547,1799,2087,637,288,349,0.00414995472490065,0.00187627466369135,0.00227368006120931,EPCI
200027027,CC Arc Sud Bretagne,1990_1999,1994.5,9,19547,20377,1899,2012,830,113,717,0.00463124587252151,0.000630519016379434,0.00400072685614207,EPCI
200027027,CC Arc Sud Bretagne,1999_2010,2004.5,11,20377,25401,2512,3136,5024,624,4400,0.0202367443644349,0.00251348098793937,0.0177232633764955,EPCI
200027076,CC Arnon Boischaut Cher,2010_2015,2012.5,5,8397,8232,528,415,-165,-113,-52,-0.00396123366703871,-0.00271284487500227,-0.00124838879203644,EPCI
200027076,CC Arnon Boischaut Cher,1968_1975,1971.5,7,9097,8959,968,773,-138,-195,57,-0.002181342439186,-0.00308233170754543,0.000900989268359433,EPCI
200027076,CC Arnon Boischaut Cher,1975_1982,1978.5,7,8959,8584,1011,539,-375,-472,97,-0.00608975443266413,-0.00766497091257992,0.00157521647991579,EPCI
200027076,CC Arnon Boischaut Cher,1982_1990,1986,8,8584,8446,1003,597,-138,-406,268,-0.00202383039002751,-0.00595416766921138,0.00393033727918387,EPCI
200027076,CC Arnon Boischaut Cher,1990_1999,1994.5,9,8446,8134,1116,664,-312,-452,140,-0.00417350539940775,-0.00604623218119328,0.00187272678178553,EPCI
200027076,CC Arnon Boischaut Cher,1999_2010,2004.5,11,8134,8397,1327,908,263,-419,682,0.0028970694834467,-0.00461548332153676,0.00751255280498346,EPCI
200027100,CC Méditerranée Porte des Maures,2010_2015,2012.5,5,40482,42393,2170,1862,1911,-308,2219,0.00926784766230537,-0.00149371903714812,0.0107615666994535,EPCI
200027100,CC Méditerranée Porte des Maures,1968_1975,1971.5,7,20426,21288,1638,1814,862,176,686,0.00592245947039172,0.00120922606356026,0.00471323340683146,EPCI
200027100,CC Méditerranée Porte des Maures,1975_1982,1978.5,7,21288,25183,1797,1748,3895,-49,3944,0.02429406826629,-0.000305624992310195,0.0245996932586002,EPCI
200027100,CC Méditerranée Porte des Maures,1982_1990,1986,8,25183,29948,2203,2502,4765,299,4466,0.0218979898716101,0.00137408163097826,0.0205239082406318,EPCI
200027100,CC Méditerranée Porte des Maures,1990_1999,1994.5,9,29948,34640,2917,3141,4692,224,4468,0.0163033096282943,0.000778333622493163,0.0155249760058011,EPCI
200027100,CC Méditerranée Porte des Maures,1999_2010,2004.5,11,34640,40482,4307,4106,5842,-201,6043,0.01426887380344,-0.000490935233565806,0.0147598090370058,EPCI
200027183,CU Perpignan Méditerranée Métropole,2010_2015,2012.5,5,253270,266909,13096,15205,13639,2109,11530,0.010545549045613,0.00163065935458595,0.00891488969102705,EPCI
