TERR,LIB_TERR,periode,periode_milieu,periode_nb_annees,POPULATION_debut,POPULATION_fin,DECES,NAISSANCES,EVOL_DEMO_TOT,EVOL_DEMO_SN,EVOL_DEMO_SMA,TX_EVOL_DEMO_AN_TOT,TX_EVOL_DEMO_AN_SN,TX_EVOL_DEMO_AN_SMA,NIV_TERR
200070662,CC Bretagne Porte de Loire Communauté,1968_1975,1971.5,7,20037,19653,1920,2172,-384,252,-636,-0.00276054922759084,0.00181161043060649,-0.00457215965819732,EPCI
200070662,CC Bretagne Porte de Loire Communauté,1975_1982,1978.5,7,19653,20630,1971,1935,977,-36,1013,0.00695497839758685,-0.000256273513114766,0.00721125191070162,EPCI
200070662,CC Bretagne Porte de Loire Communauté,1982_1990,1986,8,20630,21163,2103,2202,533,99,434,0.00319359454117407,0.000593181725283739,0.00260041281589033,EPCI
200070662,CC Bretagne Porte de Loire Communauté,1990_1999,1994.5,9,21163,22692,2187,2556,1529,369,1160,0.00778101213025106,0.00187782437937387,0.0059031877508772,EPCI
200070662,CC Bretagne Porte de Loire Communauté,1999_2010,2004.5,11,22692,30766,2631,4668,8074,2037,6037,0.0280589628464529,0.00707903236539814,0.0209799304810548,EPCI
200070670,CC du Pays de Dol et de la Baie du Mont-Saint-Michel,2010_2015,2012.5,5,22748,23489,1244,1380,741,136,605,0.00643159384609837,0.00118042748052548,0.0052511663655729,EPCI
200070670,CC du Pays de Dol et de la Baie du Mont-Saint-Michel,1968_1975,1971.5,7,20536,19845,1805,2013,-691,208,-899,-0.00487768773233277,0.00146824753737368,-0.00634593526970645,EPCI
200070670,CC du Pays de Dol et de la Baie du Mont-Saint-Michel,1975_1982,1978.5,7,19845,19631,1827,1718,-214,-109,-105,-0.00154767779658083,-0.000788303176763131,-0.000759374619817695,EPCI
200070670,CC du Pays de Dol et de la Baie du Mont-Saint-Michel,1982_1990,1986,8,19631,19867,2037,1934,236,-103,339,0.00149488051660973,-0.000652426666147467,0.0021473071827572,EPCI
200070670,CC du Pays de Dol et de la Baie du Mont-Saint-Michel,1990_1999,1994.5,9,19867,19753,2078,1939,-114,-139,25,-0.000639205092445083,-0.000779381647805847,0.000140176555360764,EPCI
200070670,CC du Pays de Dol et de la Baie du Mont-Saint-Michel,1999_2010,2004.5,11,19753,22748,2556,2756,2995,200,2795,0.012916511332937,0.000862538319394793,0.0120539730135422,EPCI
200070688,CC Couesnon Marches de Bretagne,2010_2015,2012.5,5,21426,21925,1167,1328,499,161,338,0.00461509699085427,0.00148903930967442,0.00312605768117985,EPCI
200070688,CC Couesnon Marches de Bretagne,1968_1975,1971.5,7,21262,20630,1890,2141,-632,251,-883,-0.00430145282005401,0.00170833015479993,-0.00600978297485394,EPCI
200070688,CC Couesnon Marches de Bretagne,1975_1982,1978.5,7,20630,19858,1875,1756,-772,-119,-653,-0.00543366657785316,-0.000837572956948868,-0.00459609362090429,EPCI
200070688,CC Couesnon Marches de Bretagne,1982_1990,1986,8,19858,19531,1955,1808,-327,-147,-180,-0.00207334785833324,-0.000932055459250723,-0.00114129239908252,EPCI
200070688,CC Couesnon Marches de Bretagne,1990_1999,1994.5,9,19531,18960,2014,1809,-571,-205,-366,-0.0032913992114918,-0.00118167572391562,-0.00210972348757618,EPCI
200070688,CC Couesnon Marches de Bretagne,1999_2010,2004.5,11,18960,21426,2617,2991,2466,374,2092,0.011177795440745,0.00169525364754203,0.00948254179320301,EPCI
200070712,CC Thiers Dore et Montagne,2010_2015,2012.5,5,37503,37707,2086,1862,204,-224,428,0.00108555355404594,-0.00119198037307005,0.00227753392711599,EPCI
200070712,CC Thiers Dore et Montagne,1968_1975,1971.5,7,43640,43407,4143,4503,-233,360,-593,-0.000764485138193716,0.00118117875429072,-0.00194566389248444,EPCI
200070712,CC Thiers Dore et Montagne,1975_1982,1978.5,7,43407,43195,4063,3643,-212,-420,208,-0.000699179832961305,-0.00138516759360259,0.000685987760641281,EPCI
200070712,CC Thiers Dore et Montagne,1982_1990,1986,8,43195,41717,4216,3827,-1478,-389,-1089,-0.00434254728318972,-0.00114293023894506,-0.00319961704424466,EPCI
200070712,CC Thiers Dore et Montagne,1990_1999,1994.5,9,41717,39570,4294,3851,-2147,-443,-1704,-0.00585362971118697,-0.0012078052920614,-0.00464582441912557,EPCI
200070712,CC Thiers Dore et Montagne,1999_2010,2004.5,11,39570,37503,4965,4584,-2067,-381,-1686,-0.00486542760354469,-0.000896820472641765,-0.00396860713090293,EPCI
200070720,CC Médoc Atlantique,2010_2015,2012.5,5,24461,25624,1631,1114,1163,-517,1680,0.00933316482992153,-0.00414896493299177,0.0134821297629133,EPCI
200070720,CC Médoc Atlantique,1968_1975,1971.5,7,16423,16819,1660,1497,396,-163,559,0.0034095720392664,-0.00140343495555662,0.00481300699482302,EPCI
200070720,CC Médoc Atlantique,1975_1982,1978.5,7,16819,16875,1771,1242,56,-529,585,0.000474975195483562,-0.00448681925733579,0.00496179445281936,EPCI
200070720,CC Médoc Atlantique,1982_1990,1986,8,16875,17958,2092,1426,1083,-666,1749,0.00780561386792256,-0.00480012819578617,0.0126057420637087,EPCI
200070720,CC Médoc Atlantique,1990_1999,1994.5,9,17958,19250,2574,1510,1292,-1064,2356,0.00774935677565525,-0.0063818232270102,0.0141311800026655,EPCI
200070720,CC Médoc Atlantique,1999_2010,2004.5,11,19250,24461,3199,2195,5211,-1004,6215,0.0220178890742897,-0.0042421724487789,0.0262600615230686,EPCI
200070738,CC Mad et Moselle,2010_2015,2012.5,5,20557,20308,1240,1111,-249,-129,-120,-0.00243435582999141,-0.00126117229746543,-0.00117318353252598,EPCI
200070738,CC Mad et Moselle,1968_1975,1971.5,7,16385,16212,1947,1526,-173,-421,248,-0.00151521852189385,-0.00368732368622722,0.00217210516433338,EPCI
200070738,CC Mad et Moselle,1975_1982,1978.5,7,16212,16488,1869,1304,276,-565,841,0.00241450091264883,-0.00494272831756011,0.00735722923020894,EPCI
200070738,CC Mad et Moselle,1982_1990,1986,8,16488,17449,1981,1674,961,-307,1268,0.00710631799271155,-0.00227017650755718,0.00937649450026873,EPCI
200070738,CC Mad et Moselle,1990_1999,1994.5,9,17449,18652,2144,1887,1203,-257,1460,0.00743539948995009,-0.00158844361505999,0.00902384310501008,EPCI
200070738,CC Mad et Moselle,1999_2010,2004.5,11,18652,20557,2644,2540,1905,-104,2009,0.00887993444822222,-0.000484783822895071,0.00936471827111729,EPCI
200070746,CA Sarreguemines Confluences,2010_2015,2012.5,5,65976,65661,3125,3122,-315,-3,-312,-0.000956721570007479,-9.11163400007123e-06,-0.000947609936007408,EPCI
200070746,CA Sarreguemines Confluences,1968_1975,1971.5,7,60240,62086,4476,7029,1846,2553,-707,0.00432130103829254,0.0059763171997621,-0.00165501616146957,EPCI
200070746,CA Sarreguemines Confluences,1975_1982,1978.5,7,62086,63555,4438,6537,1469,2099,-630,0.00334632248598754,0.00478143696261937,-0.00143511447663182,EPCI
200070746,CA Sarreguemines Confluences,1982_1990,1986,8,63555,63341,4970,7006,-214,2036,-2250,-0.000421516630512153,0.00401031710150815,-0.0044318337320203,EPCI
200070746,CA Sarreguemines Confluences,1990_1999,1994.5,9,63341,65488,5354,6568,2147,1214,933,0.00371065538190818,0.00209815353220146,0.00161250184970672,EPCI
200070746,CA Sarreguemines Confluences,1999_2010,2004.5,11,65488,65976,6487,7655,488,1168,-680,0.000675147789829467,0.00161592749696889,-0.000940779707139421,EPCI
200070753,CA Riom Limagne et Volcans,2010_2015,2012.5,5,63069,66264,2532,3626,3195,1094,2101,0.00993248252040124,0.0034009814952485,0.00653150102515274,EPCI
200070753,CA Riom Limagne et Volcans,1968_1975,1971.5,7,38932,43253,3334,4838,4321,1504,2817,0.015149328085071,0.0052729899189879,0.00987633816608306,EPCI
200070753,CA Riom Limagne et Volcans,1975_1982,1978.5,7,43253,50104,3290,4363,6851,1073,5778,0.0212270483563404,0.00332456909740961,0.0179024792589308,EPCI
200070753,CA Riom Limagne et Volcans,1982_1990,1986,8,50104,55715,3715,5083,5611,1368,4243,0.0133569887710312,0.00325652479749968,0.0101004639735315,EPCI
200070753,CA Riom Limagne et Volcans,1990_1999,1994.5,9,55715,57534,4261,5343,1819,1082,737,0.0035760083711851,0.00212712537527338,0.00144888299591172,EPCI
200070753,CA Riom Limagne et Volcans,1999_2010,2004.5,11,57534,63069,5462,7495,5535,2033,3502,0.00838525987606498,0.00307989762024211,0.00530536225582286,EPCI
200070761,CC Ambert Livradois Forez,2010_2015,2012.5,5,28219,27618,1994,1049,-601,-945,344,-0.00429629956011424,-0.00675541278587014,0.0024591132257559,EPCI
200070761,CC Ambert Livradois Forez,1968_1975,1971.5,7,37007,34072,4080,2578,-2935,-1502,-1433,-0.0117350510076987,-0.00600546733000457,-0.00572958367769411,EPCI
200070761,CC Ambert Livradois Forez,1975_1982,1978.5,7,34072,31928,3856,2232,-2144,-1624,-520,-0.00924168283019933,-0.00700022990496442,-0.00224145292523491,EPCI
200070761,CC Ambert Livradois Forez,1982_1990,1986,8,31928,29975,3891,2380,-1953,-1511,-442,-0.00785891433169339,-0.0060802967512487,-0.00177861758044469,EPCI
200070761,CC Ambert Livradois Forez,1990_1999,1994.5,9,29975,29009,4000,2468,-966,-1532,566,-0.00363311468187899,-0.00576183405035053,0.00212871936847154,EPCI
200070761,CC Ambert Livradois Forez,1999_2010,2004.5,11,29009,28219,4538,2719,-790,-1819,1029,-0.0025069085098236,-0.00577223617641662,0.00326532766659302,EPCI
200070779,CC Brie des Rivières et Châteaux,2010_2015,2012.5,5,36631,38552,1144,2440,1921,1296,625,0.0102750500675692,0.00693204835375832,0.00334300171381092,EPCI
200070779,CC Brie des Rivières et Châteaux,1968_1975,1971.5,7,17202,19315,1506,1908,2113,402,1711,0.0166886307281082,0.00317502581765239,0.0135136049104558,EPCI
200070779,CC Brie des Rivières et Châteaux,1975_1982,1978.5,7,19315,24624,1585,1871,5309,286,5023,0.0353001334721812,0.00190164591694176,0.0333984875552394,EPCI
200070779,CC Brie des Rivières et Châteaux,1982_1990,1986,8,24624,29060,1733,2592,4436,859,3577,0.0209209735216092,0.0040511984344144,0.0168697750871948,EPCI
200070779,CC Brie des Rivières et Châteaux,1990_1999,1994.5,9,29060,32941,2114,3610,3881,1496,2385,0.0140258323004472,0.00540650479811105,0.00861932750233613,EPCI
200070779,CC Brie des Rivières et Châteaux,1999_2010,2004.5,11,32941,36631,2446,4924,3690,2478,1212,0.00969917081818639,0.00651342690717232,0.00318574391101407,EPCI
200070787,CC du Plateau de Lannemezan,2010_2015,2012.5,5,17553,17942,999,701,389,-298,687,0.00439351484243788,-0.00336572602325576,0.00775924086569364,EPCI
200070787,CC du Plateau de Lannemezan,1968_1975,1971.5,7,21213,20712,1659,1870,-501,211,-712,-0.00340860017913447,0.00143555815927619,-0.00484415833841066,EPCI
200070787,CC du Plateau de Lannemezan,1975_1982,1978.5,7,20712,19311,1559,1159,-1401,-400,-1001,-0.00995559180956551,-0.00284242449951906,-0.00711316731004645,EPCI
200070787,CC du Plateau de Lannemezan,1982_1990,1986,8,19311,18267,1744,1285,-1044,-459,-585,-0.0069232640709076,-0.0030438488587611,-0.0038794152121465,EPCI
200070787,CC du Plateau de Lannemezan,1990_1999,1994.5,9,18267,17330,1867,1157,-937,-710,-227,-0.00583370078427448,-0.00442041361455163,-0.00141328716972285,EPCI
200070787,CC du Plateau de Lannemezan,1999_2010,2004.5,11,17330,17553,2433,1545,223,-888,1111,0.00116301866836044,-0.00463121335203618,0.00579423202039662,EPCI
200070795,CC du Pays de Trie et du Magnoac,2010_2015,2012.5,5,6883,6974,546,200,91,-346,437,0.00263032221080972,-0.0100010053290128,0.0126313275398225,EPCI
200070795,CC du Pays de Trie et du Magnoac,1968_1975,1971.5,7,8613,7938,934,602,-675,-332,-343,-0.0115910621933706,-0.00570108540473931,-0.00588997678863127,EPCI
200070795,CC du Pays de Trie et du Magnoac,1975_1982,1978.5,7,7938,7443,910,393,-495,-517,22,-0.00915602044302799,-0.00956295468494035,0.000406934241912356,EPCI
200070795,CC du Pays de Trie et du Magnoac,1982_1990,1986,8,7443,6967,904,408,-476,-496,20,-0.00822713005919007,-0.00857280779276948,0.000345677733579415,EPCI
200070795,CC du Pays de Trie et du Magnoac,1990_1999,1994.5,9,6967,6718,932,455,-249,-477,228,-0.00403563760140535,-0.00773092022437893,0.00369528262297357,EPCI
200070795,CC du Pays de Trie et du Magnoac,1999_2010,2004.5,11,6718,6883,1216,546,165,-670,835,0.00220826301341925,-0.00896688617570243,0.0111751491891217,EPCI
200070803,CC des Coteaux du Val-d'Arros,2010_2015,2012.5,5,10659,11311,411,495,652,84,568,0.0119449979823423,0.00153892612042447,0.0104060718619178,EPCI
200070803,CC des Coteaux du Val-d'Arros,1968_1975,1971.5,7,8143,8121,848,597,-22,-251,229,-0.000386405781009347,-0.00440853868333391,0.00402213290232457,EPCI
200070803,CC des Coteaux du Val-d'Arros,1975_1982,1978.5,7,8121,8523,816,484,402,-332,734,0.0069260308107657,-0.00572000554520949,0.0126460363559752,EPCI
200070803,CC des Coteaux du Val-d'Arros,1982_1990,1986,8,8523,9002,871,608,479,-263,742,0.0068582084526374,-0.00376557165562346,0.0106237801082609,EPCI
200070803,CC des Coteaux du Val-d'Arros,1990_1999,1994.5,9,9002,9169,914,667,167,-247,414,0.00204447088609716,-0.00302385813692215,0.00506832902301931,EPCI
200070803,CC des Coteaux du Val-d'Arros,1999_2010,2004.5,11,9169,10659,998,1068,1490,70,1420,0.0137828815805736,0.00064751792660413,0.0131353636539695,EPCI
200070811,CC Pyrénées Vallées des Gaves,2010_2015,2012.5,5,15838,15539,941,590,-299,-351,52,-0.00380456881552949,-0.0044662329573607,0.000661664141831214,EPCI
200070811,CC Pyrénées Vallées des Gaves,1968_1975,1971.5,7,17079,15690,1438,1291,-1389,-147,-1242,-0.0120448828680998,-0.00127472842448572,-0.0107701544436141,EPCI
200070811,CC Pyrénées Vallées des Gaves,1975_1982,1978.5,7,15690,15571,1351,1093,-119,-258,139,-0.00108703116535103,-0.00235675664420643,0.0012697254788554,EPCI
200070811,CC Pyrénées Vallées des Gaves,1982_1990,1986,8,15571,15362,1565,1329,-209,-236,27,-0.0016877344570454,-0.00190576713809911,0.000218032681053712,EPCI
200070811,CC Pyrénées Vallées des Gaves,1990_1999,1994.5,9,15362,15444,1683,1330,82,-353,435,0.000591691738926148,-0.00254716077854793,0.00313885251747408,EPCI
200070811,CC Pyrénées Vallées des Gaves,1999_2010,2004.5,11,15444,15838,2134,1441,394,-693,1087,0.00229276413546153,-0.00403270443115442,0.00632546856661596,EPCI
200070829,CC Neste Barousse,2010_2015,2012.5,5,7153,7252,660,266,99,-394,493,0.0027528709628406,-0.0109558702965576,0.0137087412593982,EPCI
200070829,CC Neste Barousse,1968_1975,1971.5,7,7607,7180,1015,502,-427,-513,86,-0.00821882396791784,-0.00987413746028537,0.00165531349236753,EPCI
200070829,CC Neste Barousse,1975_1982,1978.5,7,7180,6902,867,327,-278,-540,262,-0.00562528398688533,-0.0109268106220075,0.00530152663512215,EPCI
200070829,CC Neste Barousse,1982_1990,1986,8,6902,6836,947,410,-66,-537,471,-0.00120033644701123,-0.0097663738188641,0.00856603737185287,EPCI
200070829,CC Neste Barousse,1990_1999,1994.5,9,6836,6665,1137,415,-171,-722,551,-0.00281079913311477,-0.0118678185620401,0.00905701942892538,EPCI
200070829,CC Neste Barousse,1999_2010,2004.5,11,6665,7153,1372,594,488,-778,1266,0.00644448559153066,-0.0102742003897763,0.016718685981307,EPCI
200070845,CC Orne Lorraine Confluences,2010_2015,2012.5,5,53654,53132,2686,2991,-522,305,-827,-0.00195341766005908,0.00114136472474716,-0.00309478238480624,EPCI
200070845,CC Orne Lorraine Confluences,1968_1975,1971.5,7,65180,60669,4061,6673,-4511,2612,-7123,-0.0101933794815915,0.00590226273684704,-0.0160956422184385,EPCI
200070845,CC Orne Lorraine Confluences,1975_1982,1978.5,7,60669,55225,3911,4880,-5444,969,-6413,-0.01334122206494,0.00237465910744432,-0.0157158811723844,EPCI
200070845,CC Orne Lorraine Confluences,1982_1990,1986,8,55225,52725,4283,5243,-2500,960,-3460,-0.0057740187748605,0.00221722320954643,-0.00799124198440693,EPCI
200070845,CC Orne Lorraine Confluences,1990_1999,1994.5,9,52725,51768,4659,4919,-957,260,-1217,-0.002033211176799,0.000552387571544138,-0.00258559874834314,EPCI
200070845,CC Orne Lorraine Confluences,1999_2010,2004.5,11,51768,53654,5872,6421,1886,549,1337,0.00325837206904889,0.000948486885423032,0.00230988518362586,EPCI
200070852,CC Usses et Rhône,2010_2015,2012.5,5,18409,19871,678,1097,1462,419,1043,0.0154017443172469,0.00441404300200169,0.0109877013152453,EPCI
200070852,CC Usses et Rhône,1968_1975,1971.5,7,10562,10655,969,985,93,16,77,0.0012531575845709,0.000215597003797143,0.00103756058077375,EPCI
200070852,CC Usses et Rhône,1975_1982,1978.5,7,10655,10874,909,923,219,14,205,0.00291070693000983,0.000186072589133049,0.00272463434087678,EPCI
200070852,CC Usses et Rhône,1982_1990,1986,8,10874,12409,1020,1158,1535,138,1397,0.0166429000048915,0.00149623465842022,0.0151466653464713,EPCI
200070852,CC Usses et Rhône,1990_1999,1994.5,9,12409,14023,1157,1440,1614,283,1331,0.0136790270225786,0.00239849110742859,0.01128053591515,EPCI
200070852,CC Usses et Rhône,1999_2010,2004.5,11,14023,18409,1540,2177,4386,637,3749,0.0250486512165207,0.00363793680458816,0.0214107144119325,EPCI
200070894,CC de Gevrey-Chambertin et de Nuits-Saint-Georges,2010_2015,2012.5,5,29597,29787,1123,1554,190,431,-241,0.00128062968224008,0.00290500733181828,-0.0016243776495782,EPCI
200070894,CC de Gevrey-Chambertin et de Nuits-Saint-Georges,1968_1975,1971.5,7,20446,22258,1546,2196,1812,650,1162,0.0122044785078264,0.00437798621969488,0.00782649228813147,EPCI
200070894,CC de Gevrey-Chambertin et de Nuits-Saint-Georges,1975_1982,1978.5,7,22258,23404,1571,1928,1146,357,789,0.00719798950688566,0.00224230563172616,0.0049556838751595,EPCI
200070894,CC de Gevrey-Chambertin et de Nuits-Saint-Georges,1982_1990,1986,8,23404,25314,1824,2425,1910,601,1309,0.00985457143292789,0.0031008363514082,0.00675373508151969,EPCI
200070894,CC de Gevrey-Chambertin et de Nuits-Saint-Georges,1990_1999,1994.5,9,25314,27290,2025,2862,1976,837,1139,0.00838638505217992,0.00355233010560455,0.00483405494657537,EPCI
200070894,CC de Gevrey-Chambertin et de Nuits-Saint-Georges,1999_2010,2004.5,11,27290,29597,2407,3726,2307,1319,988,0.00740479638005143,0.00423360486575112,0.00317119151430031,EPCI
200070902,CC Auxonne Pontailler Val de Saône,2010_2015,2012.5,5,22549,23395,1031,1505,846,474,372,0.00739351913532804,0.00414246816802068,0.00325105096730737,EPCI
200070902,CC Auxonne Pontailler Val de Saône,1968_1975,1971.5,7,17091,17765,1546,1870,674,324,350,0.0055407535530676,0.00266350764272092,0.00287724591034668,EPCI
200070902,CC Auxonne Pontailler Val de Saône,1975_1982,1978.5,7,17765,18923,1677,1674,1158,-3,1161,0.00906193927215693,-2.34765266118055e-05,0.00908541579876873,EPCI
200070902,CC Auxonne Pontailler Val de Saône,1982_1990,1986,8,18923,19138,1728,1976,215,248,-33,0.00141321939660011,0.00163013214119454,-0.000216912744594435,EPCI
200070902,CC Auxonne Pontailler Val de Saône,1990_1999,1994.5,9,19138,19902,1836,1975,764,139,625,0.00435884355830707,0.000793035673566338,0.00356580788474073,EPCI
200070902,CC Auxonne Pontailler Val de Saône,1999_2010,2004.5,11,19902,22549,2258,3054,2647,796,1851,0.0114165396121395,0.00343315660417947,0.00798338300796004,EPCI
200070910,CC Tille et Venelle,2010_2015,2012.5,5,5081,4987,224,287,-94,63,-157,-0.00372774784205787,0.00249838419201751,-0.00622613203407538,EPCI
200070910,CC Tille et Venelle,1968_1975,1971.5,7,4897,5035,346,674,138,328,-190,0.0039779989527533,0.00945495403263104,-0.00547695507987774,EPCI
200070910,CC Tille et Venelle,1975_1982,1978.5,7,5035,4948,321,485,-87,164,-251,-0.00248691273031509,0.00468797342266294,-0.00717488615297803,EPCI
200070910,CC Tille et Venelle,1982_1990,1986,8,4948,4735,367,495,-213,128,-341,-0.00548511749291769,0.00329622084081439,-0.00878133833373208,EPCI
200070910,CC Tille et Venelle,1990_1999,1994.5,9,4735,4800,434,473,65,39,26,0.00151605819778555,0.000909634918671332,0.000606423279114221,EPCI
200070910,CC Tille et Venelle,1999_2010,2004.5,11,4800,5081,531,670,281,139,142,0.00518541384395266,0.00256502677690185,0.00262038706705081,EPCI
200070928,CC Terre de Picardie,2010_2015,2012.5,5,17541,18318,734,1217,777,483,294,0.00870631846129011,0.00541203580026142,0.00329428266102869,EPCI
200070928,CC Terre de Picardie,1968_1975,1971.5,7,15637,15159,1379,1701,-478,322,-800,-0.00442524901499464,0.00298102548708844,-0.00740627450208307,EPCI
200070928,CC Terre de Picardie,1975_1982,1978.5,7,15159,15008,1291,1479,-151,188,-339,-0.00142912393040817,0.00177930661534262,-0.0032084305457508,EPCI
200070928,CC Terre de Picardie,1982_1990,1986,8,15008,15486,1443,1712,478,269,209,0.00392681452433452,0.00220986005658156,0.00171695446775296,EPCI
200070928,CC Terre de Picardie,1990_1999,1994.5,9,15486,15964,1357,1882,478,525,-47,0.0033834662904968,0.00371615021445778,-0.000332683923960982,EPCI
200070928,CC Terre de Picardie,1999_2010,2004.5,11,15964,17541,1651,2486,1577,835,742,0.00860085028773239,0.00455403296782279,0.00404681731990959,EPCI
200070936,CC Ponthieu-Marquenterre,2010_2015,2012.5,5,33420,33189,1986,1767,-231,-219,-12,-0.00138624376449281,-0.00131423110140228,-7.20126630905356e-05,EPCI
200070936,CC Ponthieu-Marquenterre,1968_1975,1971.5,7,32940,31872,2941,3547,-1068,606,-1674,-0.00469748121050728,0.00266542473180469,-0.00736290594231198,EPCI
200070936,CC Ponthieu-Marquenterre,1975_1982,1978.5,7,31872,31204,3107,2652,-668,-455,-213,-0.00302136783593587,-0.00205796761280063,-0.000963400223135241,EPCI
200070936,CC Ponthieu-Marquenterre,1982_1990,1986,8,31204,30981,3324,2822,-223,-502,279,-0.000896120540042622,-0.00201727583453541,0.00112115529449279,EPCI
200070936,CC Ponthieu-Marquenterre,1990_1999,1994.5,9,30981,31115,3431,2991,134,-440,574,0.000479659962712375,-0.00157500286263765,0.00205466282535003,EPCI
200070936,CC Ponthieu-Marquenterre,1999_2010,2004.5,11,31115,33420,4320,4078,2305,-242,2547,0.00651792300309873,-0.000684311222017306,0.00720223422511603,EPCI
200070944,CC du Vimeu,2010_2015,2012.5,5,23129,23127,1089,1224,-2,135,-137,-1.72949040668779e-05,0.00116740602451426,-0.00118470092858114,EPCI
200070944,CC du Vimeu,1968_1975,1971.5,7,21817,22779,1677,2741,962,1064,-102,0.00618326314693207,0.006838869010744,-0.000655605863811925,EPCI
200070944,CC du Vimeu,1975_1982,1978.5,7,22779,22790,1693,2203,11,510,-499,6.89715724848661e-05,0.00319777290611652,-0.00312880133363165,EPCI
200070944,CC du Vimeu,1982_1990,1986,8,22790,22747,1796,2458,-43,662,-705,-0.00023604397322019,0.00363397930864572,-0.00387002328186591,EPCI
200070944,CC du Vimeu,1990_1999,1994.5,9,22747,22524,1881,2221,-223,340,-563,-0.00109405232981052,0.00166806184814161,-0.00276211417795213,EPCI
200070944,CC du Vimeu,1999_2010,2004.5,11,22524,23129,2395,2778,605,383,222,0.00241252674520487,0.00152726899737763,0.000885257747827241,EPCI
200070951,CC du Territoire Nord Picardie,2010_2015,2012.5,5,31822,31608,1460,1847,-214,387,-601,-0.00134861407692122,0.00243884882134818,-0.0037874628982694,EPCI
200070951,CC du Territoire Nord Picardie,1968_1975,1971.5,7,26659,27323,2246,3468,664,1222,-558,0.00352075960312503,0.00647947023346204,-0.002958710630337,EPCI
200070951,CC du Territoire Nord Picardie,1975_1982,1978.5,7,27323,28009,2236,2796,686,560,126,0.00354871737772622,0.00289691214508263,0.000651805232643591,EPCI
200070951,CC du Territoire Nord Picardie,1982_1990,1986,8,28009,29501,2443,3163,1492,720,772,0.00650837225218126,0.00314076945145476,0.0033676028007265,EPCI
200070951,CC du Territoire Nord Picardie,1990_1999,1994.5,9,29501,29793,2640,3186,292,546,-254,0.00109496631759654,0.00204743701851955,-0.000952470700923014,EPCI
200070951,CC du Territoire Nord Picardie,1999_2010,2004.5,11,29793,31822,2987,4175,2029,1188,841,0.00600746449678136,0.00351743115927859,0.00249003333750277,EPCI
200070969,CC Avre Luce Noye,2010_2015,2012.5,5,21872,22925,839,1573,1053,734,319,0.00944850556902144,0.00658613778505388,0.00286236778396756,EPCI
200070969,CC Avre Luce Noye,1968_1975,1971.5,7,16904,16727,1513,1970,-177,457,-634,-0.00150259853581358,0.00387959056986897,-0.00538218910568255,EPCI
200070969,CC Avre Luce Noye,1975_1982,1978.5,7,16727,17839,1328,1830,1112,502,610,0.00923709987531018,0.00416998573507708,0.00506711414023311,EPCI
200070969,CC Avre Luce Noye,1982_1990,1986,8,17839,18833,1522,2105,994,583,411,0.00680096957545762,0.0039888986544183,0.00281207092103932,EPCI
200070969,CC Avre Luce Noye,1990_1999,1994.5,9,18833,19732,1605,2175,899,570,329,0.00519467166930454,0.00329361829978152,0.00190105336952302,EPCI
200070969,CC Avre Luce Noye,1999_2010,2004.5,11,19732,21872,2000,3231,2140,1231,909,0.00940445535881618,0.00540975913397323,0.00399469622484295,EPCI
200070977,CC du Grand Roye,2010_2015,2012.5,5,24786,24792,1509,1533,6,24,-18,4.84097402666528e-05,0.000193638961066611,-0.000145229220799958,EPCI
200070977,CC du Grand Roye,1968_1975,1971.5,7,21518,22206,2113,2667,688,554,134,0.00450622670678036,0.00362856045865744,0.000877666248122918,EPCI
200070977,CC du Grand Roye,1975_1982,1978.5,7,22206,22525,2237,2391,319,154,165,0.00203968889287753,0.000984677396561568,0.00105501149631597,EPCI
200070977,CC du Grand Roye,1982_1990,1986,8,22525,22864,2387,2717,339,330,9,0.00186897156590171,0.00181935285176273,4.96187141389836e-05,EPCI
200070977,CC du Grand Roye,1990_1999,1994.5,9,22864,23842,2643,2740,978,97,881,0.00466474734018929,0.000462658989773375,0.00420208835041592,EPCI
200070977,CC du Grand Roye,1999_2010,2004.5,11,23842,24786,3253,3487,944,234,710,0.00353626026200238,0.000876572988674318,0.00265968727332806,EPCI
200070985,CC de l'Est de la Somme,2010_2015,2012.5,5,21081,20535,1267,1150,-546,-117,-429,-0.00523453452026135,-0.00112168596862743,-0.00411284855163392,EPCI
200070985,CC de l'Est de la Somme,1968_1975,1971.5,7,21721,22510,1743,2797,789,1054,-265,0.0051101726767897,0.00682651711195988,-0.00171634443517018,EPCI
200070985,CC de l'Est de la Somme,1975_1982,1978.5,7,22510,22621,1731,2427,111,696,-585,0.00070296460060626,0.00440777803623384,-0.00370481343562758,EPCI
200070985,CC de l'Est de la Somme,1982_1990,1986,8,22621,21895,1929,2609,-726,680,-1406,-0.00406924535708264,0.00381141438404435,-0.00788065974112699,EPCI
200070985,CC de l'Est de la Somme,1990_1999,1994.5,9,21895,21106,2099,2331,-789,232,-1021,-0.00406957895142879,0.00119663158014129,-0.00526621053157008,EPCI
200070985,CC de l'Est de la Somme,1999_2010,2004.5,11,21106,21081,2760,2861,-25,101,-126,-0.000107739593012024,0.000435267955768577,-0.000543007548780601,EPCI
200070993,CA de la Baie de Somme,2010_2015,2012.5,5,51226,49772,2839,2741,-1454,-98,-1356,-0.00574237691032065,-0.000387037783501667,-0.00535533912681898,EPCI
200070993,CA de la Baie de Somme,1968_1975,1971.5,7,49283,50952,4301,6633,1669,2332,-663,0.00476916774735492,0.00666369034561514,-0.00189452259826022,EPCI
